Accuracy,AUPR (micro-averaged),AUPR (macro-averaged),AUC (micro-averaged),AUC (macro-averaged),F1 Score (micro-averaged),F1 Score (macro-averaged),Precision (micro-averaged),Precision (macro-averaged),Recall (micro-averaged),Recall (macro-averaged),Time (s)
0.8789448261056247,0.938779338831286,0.8354521076136682,0.997987261891829,0.9865881216054259,0.8789448261056247,0.7737075694959596,0.8789448261056247,0.838097854770437,0.8789448261056247,0.7348271965782666,1394.4518266999999
