Accuracy,AUPR,AUC,F1 Score,Precision,Recall
0.9387881064834693,0.8993108710944443,0.9315977678016798,0.8874191797048517,0.8602047650942494,0.9164118246687054
0.9596393301846285,0.9302512076379167,0.9535852121210355,0.9223942208462332,0.9042897612302712,0.9412384161752316
0.9521253756977244,0.8527567675177572,0.8996984279682851,0.839192356228592,0.8544419970631424,0.824477506199079
0.9832009446114212,0.8701646743377516,0.9082525572193281,0.8624175824175824,0.9066543438077634,0.8222967309304275
0.9925933877200516,0.8944960979977923,0.9245594736070858,0.8900398406374501,0.9323873121869783,0.8513719512195121
0.9950085873765565,0.9179738602316846,0.945655290632424,0.9157608695652175,0.9395910780669146,0.8931095406360424
0.9908759124087592,0.8430220873617389,0.8967627125806427,0.8377862595419847,0.8832997987927566,0.7967332123411979
0.9931569343065694,0.8862739231474067,0.9477980370639258,0.8845631507469442,0.8699910952804987,0.8996316758747698
0.9893462859596394,0.728165780736588,0.8731826166401506,0.7248787248787251,0.6991978609625669,0.7525179856115108
0.9975848003434951,0.9179516380730801,0.9505078955747539,0.9169741697416974,0.9324577861163227,0.9019963702359347
0.9983898668956633,0.9164735687395095,0.9499510574671274,0.9157303370786516,0.9314285714285714,0.9005524861878453
0.9975579647917561,0.8581992694597167,0.9301815466189479,0.8575899843505478,0.8535825545171339,0.8616352201257862
0.9945792185487333,0.5425188979714987,0.7316940942075526,0.5302325581395348,0.6162162162162163,0.46530612244897956
0.9987924001717475,0.9067226834101373,0.9406002212873589,0.9056603773584906,0.9310344827586207,0.8816326530612245
0.9979068269643624,0.7800901211752879,0.848121053247728,0.7705882352941176,0.8618421052631579,0.6968085106382979
0.9985508802060971,0.8297545559307858,0.8876496711910066,0.8258064516129032,0.8827586206896552,0.7757575757575758
0.9998658222413053,0.9847296655664639,0.9846625766871165,0.9844236760124611,1.0,0.9693251533742331
0.9979873336195793,0.7481069754544154,0.8330368773300992,0.7386759581881532,0.828125,0.6666666666666666
0.9991412623443539,0.9028374689522857,0.9649069003136413,0.901840490797546,0.875,0.930379746835443
0.9996511378273937,0.9574625636585091,0.9674920471606,0.9568106312292358,0.9795918367346939,0.935064935064935
0.9993827823100043,0.9092527073955815,0.9561876467606447,0.909090909090909,0.905511811023622,0.9126984126984127
0.9994632889652211,0.9031184975393862,0.9557343522953554,0.9029126213592232,0.8942307692307693,0.9117647058823529
0.9991680978960927,0.8418204673340715,0.9098250995587127,0.8410256410256411,0.8631578947368421,0.82
0.9995437956204379,0.9085940276645007,0.9367748449117899,0.907103825136612,0.9431818181818182,0.8736842105263158
0.9995706311721769,0.9153884776697098,0.9672567945017054,0.9148936170212766,0.8958333333333334,0.9347826086956522
0.9995169600686991,0.8877728713045613,0.9381640288954564,0.8875,0.8987341772151899,0.8765432098765432
0.9988729068269644,0.7072450008228164,0.7531929710110257,0.6499999999999999,0.9069767441860465,0.5064935064935064
0.9995169600686991,0.8801207599828251,0.939878996477453,0.88,0.88,0.88
0.9991949334478317,0.7712011474999882,0.8284907704007557,0.7540983606557377,0.8846153846153846,0.6571428571428571
0.9994364534134822,0.8566201767259161,0.9550222514333727,0.8531468531468532,0.8026315789473685,0.9104477611940298
0.9993291112065265,0.8006489144359431,0.8904771505376344,0.8,0.819672131147541,0.78125
0.9992486045513096,0.7580102679169148,0.8305510803269335,0.7454545454545455,0.8541666666666666,0.6612903225806451
0.9984703735508802,0.4647290178812974,0.7030941713228813,0.4571428571428572,0.5217391304347826,0.4067796610169492
0.9997316444826105,0.9126420830098966,0.9482221072982296,0.912280701754386,0.9285714285714286,0.896551724137931
0.9997853155860884,0.9285810031795465,0.9473415443896381,0.9272727272727272,0.9622641509433962,0.8947368421052632
0.9994096178617432,0.8001475955345643,0.8998521862990138,0.8000000000000002,0.8,0.8
0.9998658222413053,0.9532127124978135,0.9629495257149114,0.9523809523809523,0.9803921568627451,0.9259259259259259
0.9994901245169601,0.8139804279375984,0.8137254901960784,0.7710843373493976,1.0,0.6274509803921569
0.9985508802060971,0.2382720423935998,0.5610766999262421,0.18181818181818182,0.35294117647058826,0.12244897959183673
0.9997584800343495,0.9042471733218835,0.9374596947549442,0.9032258064516129,0.9333333333333333,0.875
0.9996243022756548,0.8545991256489324,0.9544111181671634,0.8510638297872342,0.8,0.9090909090909091
0.9998658222413053,0.9432489070611656,0.9431818181818181,0.9397590361445783,1.0,0.8863636363636364
0.9995706311721769,0.7891181837698584,0.8624328390285837,0.7837837837837837,0.8529411764705882,0.725
0.9997316444826105,0.8724489277078484,0.924946271222867,0.8717948717948718,0.8947368421052632,0.85
0.9998658222413053,0.9368992276865827,0.9624731356114336,0.9367088607594937,0.9487179487179487,0.925
0.9994364534134822,0.6565882691916567,0.7352538275584206,0.6037735849056604,0.8421052631578947,0.47058823529411764
0.9999463288965221,0.9706016530699871,0.9852806876175129,0.9705882352941176,0.9705882352941176,0.9705882352941176
0.9996511378273937,0.6906506215624937,0.6904761904761905,0.5517241379310345,1.0,0.38095238095238093
0.9997853155860884,0.7875805066552168,0.84997315003759,0.7777777777777777,0.875,0.7
0.9998121511378274,0.7500670888793475,0.8333064869750417,0.7407407407407408,0.8333333333333334,0.6666666666666666
0.9999194933447831,0.8846556379429931,0.8846153846153846,0.8695652173913044,1.0,0.7692307692307693
0.9996243022756548,0.00016101331043366253,0.49997315580371526,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0
0.9998926577930443,0.8000536711034779,0.8,0.7499999999999999,1.0,0.6
0.9999463288965221,0.8889157244406278,0.8888888888888888,0.8750000000000001,1.0,0.7777777777777778
0.9998389866895664,0.6667471733218835,0.6666666666666666,0.5,1.0,0.3333333333333333
0.9999463288965221,0.8889023066647583,0.9444310234271314,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.9999463288965221,0.8571696926945961,0.8571428571428572,0.8333333333333333,1.0,0.7142857142857143
0.9999194933447831,0.7857545390418941,0.7857142857142857,0.7272727272727273,1.0,0.5714285714285714
0.9999463288965221,0.8333601688850722,0.8333333333333333,0.8,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0
0.9998389866895664,6.708887934735938e-05,0.49998658042352184,0.0,0.0,0.0
0.9998658222413053,0.5000670888793474,0.5,0.0,0.0,0.0
0.9998658222413053,0.5000670888793474,0.5,0.0,0.0,0.0
