Accuracy,AUPR (micro-averaged),AUPR (macro-averaged),AUC (micro-averaged),AUC (macro-averaged),F1 Score (micro-averaged),F1 Score (macro-averaged),Precision (micro-averaged),Precision (macro-averaged),Recall (micro-averaged),Recall (macro-averaged),Time (s)
0.7575676255903822,0.8304465966613825,0.7099305743047784,0.9879602045398153,0.9495347782560277,0.7575676255903822,0.6330135035486087,0.7575676255903822,0.7644213151285052,0.7575676255903822,0.5685556165213161,1929.7095723
