Accuracy,AUPR,AUC,F1 Score,Precision,Recall
0.8905109489051095,0.8318703452045709,0.8909068914608123,0.810901001112347,0.7434982151963284,0.8917431192660551
0.8815478746243023,0.8144938806216188,0.8809873274213079,0.7910433629994319,0.7185242518059856,0.8798441449031171
0.9292346500644053,0.777601720518653,0.8411804341980281,0.753758520870296,0.7971558364605965,0.7148423662770103
0.9748014169171318,0.8026985842909943,0.8701876381266623,0.7922106660765657,0.8391936240037506,0.7502095557418273
0.9760358522971232,0.6226709079800048,0.7132896368599867,0.5585763717251606,0.7946554149085795,0.43064024390243905
0.9860186775440103,0.7587222627402573,0.8336271617340266,0.7447329740323371,0.8360836083608361,0.6713780918727915
0.9841133533705453,0.7122654323332107,0.791223021308327,0.6857749469214437,0.8260869565217391,0.5862068965517241
0.986635895234006,0.7721289550860897,0.8774519520679773,0.7685873605947955,0.775797373358349,0.7615101289134438
0.9855624731644482,0.6270453957080218,0.8162061234001123,0.6232492997198879,0.607094133697135,0.6402877697841727
0.9883533705452984,0.5397234447848052,0.6812516353489567,0.48086124401913877,0.7052631578947368,0.3647912885662432
0.9968602404465435,0.8317897308196393,0.8725894417676684,0.821917808219178,0.9152542372881356,0.7458563535911602
0.9966187204808931,0.8093896431072753,0.915678738338837,0.8079268292682927,0.7840236686390533,0.8333333333333334
0.9946328896522112,0.5264757243110905,0.6992841513817228,0.49494949494949486,0.6490066225165563,0.4
0.9965918849291542,0.7222556866502765,0.7712259727630212,0.6768447837150127,0.8986486486486487,0.5428571428571428
0.9960015027908974,0.5627760636013995,0.619599936186281,0.3765690376569038,0.8823529411764706,0.2393617021276596
0.9973432803778446,0.6786965565921126,0.7211177790465642,0.5959183673469388,0.9125,0.44242424242424244
0.9970480893087161,0.6305141630631104,0.6870087506116201,0.5258620689655172,0.8840579710144928,0.37423312883435583
0.99618935165307,0.44659781600185633,0.5910332652789678,0.29000000000000004,0.7073170731707317,0.18238993710691823
0.9978531558608845,0.7964829122076623,0.9516557764379434,0.7814207650273225,0.6875,0.9050632911392406
0.9984703735508802,0.8051447921126453,0.8634342617770265,0.797153024911032,0.8818897637795275,0.7272727272727273
0.9978799914126234,0.6505189328567176,0.7339654245384226,0.5989847715736041,0.8309859154929577,0.46825396825396826
0.9984703735508802,0.693902239677993,0.7890273218161922,0.6742857142857144,0.8082191780821918,0.5784313725490197
0.9977458136539287,0.49210402652545204,0.6298654611990098,0.3823529411764706,0.7222222222222222,0.26
0.9974237870330614,0.17319109549313386,0.5052362537541897,0.020408163265306124,0.3333333333333333,0.010526315789473684
0.9975579647917561,0.5066558002128176,0.5054347826086957,0.02150537634408602,1.0,0.010869565217391304
0.9989534134821811,0.7427865223727182,0.8331719692691104,0.7346938775510203,0.8181818181818182,0.6666666666666666
0.9978799914126234,0.0010331687419493345,0.49997310888213625,0.0,0.0,0.0
0.9988729068269644,0.6927564128529804,0.786532218308281,0.6718750000000001,0.8113207547169812,0.5733333333333334
0.9983361957921855,0.5579747592467643,0.5571428571428572,0.20512820512820512,1.0,0.11428571428571428
0.9991412623443539,0.765072562333478,0.8878311884404095,0.7647058823529411,0.7536231884057971,0.7761194029850746
0.9988729068269644,0.6369682088163733,0.7030712365591397,0.5531914893617021,0.8666666666666667,0.40625
0.9984167024474023,0.5249851971633956,0.5241935483870968,0.09230769230769231,1.0,0.04838709677419355
0.9983630313439245,0.2346362827575667,0.5338176707614021,0.11594202898550726,0.4,0.06779661016949153
0.9984435379991413,0.5007782310004294,0.5,0.0,0.0,0.0
0.9992754401030485,0.7516254340768194,0.7806748777229714,0.7032967032967032,0.9411764705882353,0.5614035087719298
0.9990875912408759,0.658709743307432,0.727218976836005,0.5952380952380951,0.8620689655172413,0.45454545454545453
0.9996243022756548,0.870558219232543,0.8703703703703703,0.851063829787234,1.0,0.7407407407407407
0.9986313868613139,0.500684306569343,0.5,0.0,0.0,0.0
0.9986582224130528,0.0006574710176041219,0.49998656455730217,0.0,0.0,0.0
0.9994096178617432,0.7539179905538858,0.8124462596732588,0.7317073170731708,0.8823529411764706,0.625
0.9997584800343495,0.8978480327100979,0.8977272727272727,0.8860759493670886,1.0,0.7954545454545454
0.9992754401030485,0.6785785272443765,0.7045320209076255,0.5714285714285715,0.9473684210526315,0.4090909090909091
0.9992486045513096,0.62714799423419,0.6624865678057168,0.48148148148148157,0.9285714285714286,0.325
0.9991412623443539,0.5629159510519537,0.6124865678057169,0.36000000000000004,0.9,0.225
0.9993827823100043,0.7128086088449979,0.7125,0.5964912280701754,1.0,0.425
0.9990875912408759,0.5004562043795621,0.5,0.0,0.0,0.0
0.9994632889652211,0.7061507084585659,0.7058823529411764,0.5833333333333334,1.0,0.4117647058823529
0.9994364534134822,0.500281773293259,0.5,0.0,0.0,0.0
0.9994901245169601,0.52525493774152,0.525,0.09523809523809523,1.0,0.05
0.9995974667239158,0.5002012666380421,0.5,0.0,0.0,0.0
0.9997853155860884,0.692415034514648,0.6923076923076923,0.5555555555555556,1.0,0.38461538461538464
0.9996779733791327,0.5001610133104336,0.5,0.0,0.0,0.0
0.9997853155860884,0.6001073422069558,0.6,0.33333333333333337,1.0,0.2
0.9997316444826105,0.5001341777586947,0.5,0.0,0.0,0.0
0.9997584800343495,0.5001207599828252,0.5,0.0,0.0,0.0
0.9997584800343495,0.5001207599828252,0.5,0.0,0.0,0.0
0.9997584800343495,0.5001207599828252,0.5,0.0,0.0,0.0
0.9998121511378274,0.5000939244310864,0.5,0.0,0.0,0.0
0.9998121511378274,0.5000939244310864,0.5,0.0,0.0,0.0
0.9998389866895664,0.5000805066552169,0.5,0.0,0.0,0.0
0.9998658222413053,0.5000670888793474,0.5,0.0,0.0,0.0
0.9998658222413053,0.5000670888793474,0.5,0.0,0.0,0.0
0.9998658222413053,0.5000670888793474,0.5,0.0,0.0,0.0
0.9998658222413053,0.5000670888793474,0.5,0.0,0.0,0.0
0.9998658222413053,0.5000670888793474,0.5,0.0,0.0,0.0
