Precision,Recall,Threshold
0.025179312,0.999731644,1.45571E-08
0.025213411,0.999731644,1.47825E-08
0.02524762,0.999731644,1.5009E-08
0.025281974,0.999731644,1.52413E-08
0.025316421,0.999731644,1.54798E-08
0.025350945,0.999731644,1.57136E-08
0.025385581,0.999731644,1.59631E-08
0.025420294,0.999731644,1.62013E-08
0.025455154,0.999731644,1.64553E-08
0.02549004,0.999731644,1.66986E-08
0.025525092,0.999731644,1.69568E-08
0.025560294,0.999731644,1.72046E-08
0.025595469,0.999731644,1.74683E-08
0.025630811,0.999731644,1.77372E-08
0.025666217,0.999731644,1.80093E-08
0.025701666,0.999731644,1.82778E-08
0.025737321,0.999731644,1.85601E-08
0.02577295,0.999731644,1.88338E-08
0.025808695,0.999731644,1.91282E-08
0.025844594,0.999731644,1.9416E-08
0.025880557,0.999731644,1.97158E-08
0.025916619,0.999731644,2.00186E-08
0.025952801,0.999731644,2.03403E-08
0.025989066,0.999731644,2.06656E-08
0.02602545,0.999731644,2.09685E-08
0.0260619,0.999731644,2.12867E-08
0.026098452,0.999731644,2.16107E-08
0.02613518,0.999731644,2.19337E-08
0.026171975,0.999731644,2.22483E-08
0.026208873,0.999731644,2.25994E-08
0.026245894,0.999731644,2.29318E-08
0.026283002,0.999731644,2.32712E-08
0.026320252,0.999731644,2.3614E-08
0.026357588,0.999731644,2.39692E-08
0.026395087,0.999731644,2.43362E-08
0.026432693,0.999731644,2.47128E-08
0.026470369,0.999731644,2.50921E-08
0.026508114,0.999731644,2.54698E-08
0.026546043,0.999731644,2.58786E-08
0.026584024,0.999731644,2.6264E-08
0.026622056,0.999731644,2.66696E-08
0.026660255,0.999731644,2.70794E-08
0.026698601,0.999731644,2.74859E-08
0.026737097,0.999731644,2.78981E-08
0.026775607,0.999731644,2.83111E-08
0.026814229,0.999731644,2.87285E-08
0.026853039,0.999731644,2.91436E-08
0.026891865,0.999731644,2.95812E-08
0.026930881,0.999731644,3.00342E-08
0.026969992,0.999731644,3.04973E-08
0.027009196,0.999731644,3.09348E-08
0.027048436,0.999731644,3.13997E-08
0.027087829,0.999731644,3.18751E-08
0.027126649,0.999704809,3.23383E-08
0.027166252,0.999704809,3.28012E-08
0.02720605,0.999704809,3.32815E-08
0.027245926,0.999704809,3.37728E-08
0.027285958,0.999704809,3.4294E-08
0.027326028,0.999704809,3.47858E-08
0.027366336,0.999704809,3.52999E-08
0.027406643,0.999704809,3.58122E-08
0.027447088,0.999704809,3.6318E-08
0.027487613,0.999704809,3.68608E-08
0.02752842,0.999704809,3.73837E-08
0.027569226,0.999704809,3.79118E-08
0.027610113,0.999704809,3.84505E-08
0.027651223,0.999704809,3.90026E-08
0.027692353,0.999704809,3.95927E-08
0.027733689,0.999704809,4.01617E-08
0.027774361,0.999677973,4.07687E-08
0.027815963,0.999677973,4.13752E-08
0.02785767,0.999677973,4.20079E-08
0.027899564,0.999677973,4.26136E-08
0.027941543,0.999677973,4.32514E-08
0.027983627,0.999677973,4.38304E-08
0.028025796,0.999677973,4.4486E-08
0.028068198,0.999677973,4.51667E-08
0.02811075,0.999677973,4.58299E-08
0.028153473,0.999677973,4.64834E-08
0.028196177,0.999677973,4.71688E-08
0.028239097,0.999677973,4.78991E-08
0.028282233,0.999677973,4.85922E-08
0.028325437,0.999677973,4.92993E-08
0.028368794,0.999677973,5.00217E-08
0.028412198,0.999677973,5.07493E-08
0.028455626,0.999677973,5.15017E-08
0.028499231,0.999677973,5.22817E-08
0.028542969,0.999677973,5.30273E-08
0.028586952,0.999677973,5.37995E-08
0.028630982,0.999677973,5.46105E-08
0.028675126,0.999677973,5.54217E-08
0.028719451,0.999677973,5.6245E-08
0.028763869,0.999677973,5.70832E-08
0.028808424,0.999677973,5.79303E-08
0.028853363,0.999677973,5.88053E-08
0.028898219,0.999677973,5.96529E-08
0.028943506,0.999677973,6.05151E-08
0.028988778,0.999677973,6.14115E-08
0.029034078,0.999677973,6.23317E-08
0.029079475,0.999677973,6.31963E-08
0.029125265,0.999677973,6.41486E-08
0.029170947,0.999677973,6.50577E-08
0.029216751,0.999677973,6.59732E-08
0.029262859,0.999677973,6.69414E-08
0.029309136,0.999677973,6.7926E-08
0.029355467,0.999677973,6.89226E-08
0.029401899,0.999677973,6.99587E-08
0.029448431,0.999677973,7.09877E-08
0.029495251,0.999677973,7.20635E-08
0.029542079,0.999677973,7.31141E-08
0.029589079,0.999677973,7.42268E-08
0.029636301,0.999677973,7.53295E-08
0.029683602,0.999677973,7.64185E-08
0.029731149,0.999677973,7.74996E-08
0.029778754,0.999677973,7.8656E-08
0.029826654,0.999677973,7.9794E-08
0.029874614,0.999677973,8.10087E-08
0.029922823,0.999677973,8.22851E-08
0.029971141,0.999677973,8.34843E-08
0.030018978,0.999651138,8.47067E-08
0.030067559,0.999651138,8.58909E-08
0.030116201,0.999651138,8.71496E-08
0.030165171,0.999651138,8.84977E-08
0.030214276,0.999651138,8.98036E-08
0.030263443,0.999651138,9.11548E-08
0.030312746,0.999651138,9.25253E-08
0.030362234,0.999651138,9.39595E-08
0.030411859,0.999651138,9.53593E-08
0.030461722,0.999651138,9.67784E-08
0.030511723,0.999651138,9.82091E-08
0.030562014,0.999651138,9.96594E-08
0.030612421,0.999651138,1.01073E-07
0.030663045,0.999651138,1.02517E-07
0.030713836,0.999651138,1.0402E-07
0.030764644,0.999651138,1.05516E-07
0.030815722,0.999651138,1.07049E-07
0.030866944,0.999651138,1.08654E-07
0.030918209,0.999651138,1.10205E-07
0.030969798,0.999651138,1.11806E-07
0.031021457,0.999651138,1.13389E-07
0.031073444,0.999651138,1.15001E-07
0.031125553,0.999651138,1.16629E-07
0.031177786,0.999651138,1.18361E-07
0.031230298,0.999651138,1.20079E-07
0.031282909,0.999651138,1.21784E-07
